2.18,1,5.64916,s
1.58057,1.44076,5.64916,t
1.5,1.5,0.785398,i
1.57071,1.57071,0.785398,t
2.52929,2.52929,0.785398,t
2.6,2.6,-0.588003,i
2.68321,2.54453,-0.588003,t
3.11679,2.25547,-0.588003,t
3.2,2.2,0.785398,i
3.27071,2.27071,0.785398,t
5.17929,4.17929,0.785398,t
5.25,4.25,-0.868539,i
5.31459,4.17366,-0.868539,t
5.8,3.6,-0.868539,e
